"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000616","2026-03-18 09:28:00","2026","P03","Test Supplier LLC","V-0265","UK","6100","Travel and expense","Facilities","CC-073","UK","INR","0.012","5822833.33","69874","69874","0","INV-022792","PO-019096","Corporate card","admin","p.nair","manual_override","manual_override","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000617","2026-03-19 12:41:00","2026","P03","Staples Inc","V-0294","APAC","6600","Legal fees","Sales","CC-080","APAC","EUR","1.08","65058.33","70263","70263","0","INV-022829","PO-019127","Wire","l.ortiz","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000618","2026-03-20 15:54:00","2026","P03","Omega Legal LLP","V-0003","India","6100","Travel and expense","HR","CC-007","India","GBP","1.27","55631.5","70652","70652","0","INV-022866","","ACH","j.martin","a.anand","approved","complete","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000619","2026-03-21 18:07:00","2026","P03","Rao Family Trust","V-0032","UK","6600","Legal fees","Marketing","CC-014","UK","SGD","0.74","96001.35","71041","71041","0","INV-022903","PO-019189","Manual journal","system","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000620","2026-03-22 21:20:00","2026","P03","Northstar Advisory","V-0061","APAC","6100","Travel and expense","Finance","CC-021","APAC","USD","1","71430","71430","71430","0","INV-022940","PO-019220","UPI","a.anand","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000621","2026-03-24 00:33:00","2026","P03","Nova Cloud Services","V-0090","India","6600","Legal fees","IT","CC-028","India","INR","0.012","-5984916.67","-71819","0","71819","INV-022977","PO-019251","Check","n.patel","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000622","2026-03-25 03:46:00","2026","P03","Atlas Hardware","V-0119","UK","6100","Travel and expense","Legal","CC-035","UK","EUR","1.08","66859.26","72208","72208","0","INV-023014","PO-019282","Corporate card","rkumar","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000623","2026-03-26 06:59:00","2026","P03","Keller Logistics","V-0148","APAC","6600","Legal fees","Executive","CC-042","APAC","GBP","2.7","26887.78","72597","72597","0","INV-023051","PO-019313","Wire","s.iyer","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000624","2026-03-26 09:12:00","2026","P03","Metro Office Supply","V-0177","India","6100","Travel and expense","Operations","CC-049","India","SGD","0.74","98629.73","72986","72986","0","INV-023088","","ACH","m.lee","p.nair","approved","complete","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000625","2026-03-27 12:25:00","2026","P03","Swift Courier","V-0206","UK","6600","Legal fees","Procurement","CC-056","UK","USD","1","73375","73375","73375","0","INV-023125","PO-019375","Manual journal","p.nair","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000626","2026-03-28 15:38:00","2026","P03","BluePeak Software","V-0235","APAC","6100","Travel and expense","Facilities","CC-063","APAC","INR","0.012","6147000","73764","73764","0","INV-023162","PO-019406","UPI","admin","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000627","2026-03-29 18:51:00","2026","P03","Pioneer Freight","V-0264","India","6600","Legal fees","Sales","CC-070","India","EUR","1.08","68660.19","74153","74153","0","INV-023199","PO-019437","Check","l.ortiz","j.martin","approved","pending_registry","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000628","2026-03-30 21:04:00","2026","P03","Crescent Contractors","V-0293","UK","6100","Travel and expense","HR","CC-077","UK","GBP","1.27","58694.49","74542","74542","0","INV-023236","PO-019468","Corporate card","j.martin","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000629","2026-04-01 00:17:00","2026","P04","AdReach Media","V-0002","APAC","6600","Legal fees","Marketing","CC-004","APAC","SGD","0.74","101258.11","74931","74931","0","INV-023273","PO-019499","Wire","system","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000630","2026-04-02 03:30:00","2026","P04","Zenith Consulting","V-0031","India","6100","Travel and expense","Finance","CC-011","India","USD","1","-75320","-75320","0","75320","INV-023310","","ACH","a.anand","r.menon","manual_override","complete","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000631","2026-04-03 06:43:00","2026","P04","Mehta Family Holdings","V-0060","UK","6600","Legal fees","IT","CC-018","UK","INR","0.012","6309083.33","75709","75709","0","INV-023347","PO-019561","Manual journal","n.patel","n.patel","self_approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000632","2026-04-03 09:56:00","2026","P04","Vertex Components","V-0089","APAC","6100","Travel and expense","Legal","CC-025","APAC","EUR","1.08","70461.11","76098","76098","0","INV-023384","PO-019592","UPI","rkumar","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000633","2026-04-04 12:09:00","2026","P04","Unknown Vendor","V-0118","India","6600","Legal fees","Executive","CC-032","India","GBP","1.27","60225.98","76487","76487","0","INV-023421","PO-019623","Check","s.iyer","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000634","2026-04-05 15:22:00","2026","P04","SkyHigh Travel","V-0147","UK","6100","Travel and expense","Operations","CC-039","UK","SGD","0.74","103886.49","76876","76876","0","INV-023458","PO-019654","Corporate card","m.lee","a.anand","approved","manual_override","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000635","2026-04-06 18:35:00","2026","P04","GreenLeaf Facilities","V-0176","APAC","6600","Legal fees","Procurement","CC-046","APAC","USD","1","77265","77265","77265","0","INV-023495","PO-019685","Wire","p.nair","j.martin","approved","duplicate_support","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000636","2026-04-07 21:48:00","2026","P04","Test Supplier LLC","V-0205","India","6100","Travel and expense","Facilities","CC-053","India","INR","0.012","6471166.67","77654","77654","0","INV-023532","","ACH","admin","c.reed","approved","complete","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000637","2026-04-09 00:01:00","2026","P04","Staples Inc","V-0234","UK","6600","Legal fees","Sales","CC-060","UK","EUR","1.08","72262.04","78043","78043","0","INV-023569","PO-019747","Manual journal","l.ortiz","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000638","2026-04-10 03:14:00","2026","P04","Omega Legal LLP","V-0263","APAC","6100","Travel and expense","HR","CC-067","APAC","GBP","1.27","61757.48","78432","78432","0","INV-023606","PO-019778","UPI","j.martin","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000639","2026-04-11 06:27:00","2026","P04","Rao Family Trust","V-0292","India","6600","Legal fees","Marketing","CC-074","India","SGD","0.74","-106514.86","-78821","0","78821","INV-023643","PO-019809","Check","system","n.patel","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000640","2026-04-11 09:40:00","2026","P04","Northstar Advisory","V-0001","UK","6100","Travel and expense","Finance","CC-001","UK","USD","1","79210","79210","79210","0","INV-023680","PO-019840","Corporate card","a.anand","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000641","2026-04-12 12:53:00","2026","P04","Nova Cloud Services","V-0030","APAC","6600","Legal fees","IT","CC-008","APAC","INR","0.012","6633250","79599","79599","0","INV-023717","PO-019871","Wire","n.patel","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000642","2026-04-13 15:06:00","2026","P04","Atlas Hardware","V-0059","India","6100","Travel and expense","Legal","CC-015","India","EUR","1.08","74062.96","79988","79988","0","INV-023754","","ACH","rkumar","a.anand","approved","complete","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000643","2026-04-14 18:19:00","2026","P04","Keller Logistics","V-0088","UK","6600","Legal fees","Executive","CC-022","UK","GBP","1.27","63288.98","80377","80377","0","INV-023791","PO-019933","Manual journal","s.iyer","j.martin","approved","missing_sow","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000644","2026-04-15 21:32:00","2026","P04","Metro Office Supply","V-0117","APAC","6100","Travel and expense","Operations","CC-029","APAC","SGD","0.74","109143.24","80766","80766","0","INV-023828","PO-019964","UPI","m.lee","c.reed","manual_override","unsigned_invoice","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000645","2026-04-17 00:45:00","2026","P04","Swift Courier","V-0146","India","6600","Legal fees","Procurement","CC-036","India","USD","1","81155","81155","81155","0","INV-023865","PO-019995","Check","p.nair","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000646","2026-04-18 03:58:00","2026","P04","BluePeak Software","V-0175","UK","6100","Travel and expense","Facilities","CC-043","UK","INR","0.012","6795333.33","81544","81544","0","INV-023902","PO-020026","Corporate card","admin","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000647","2026-04-19 06:11:00","2026","P04","Pioneer Freight","V-0204","APAC","6600","Legal fees","Sales","CC-050","APAC","EUR","1.08","75863.89","81933","81933","0","INV-023939","PO-020057","Wire","l.ortiz","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000648","2026-04-19 09:24:00","2026","P04","Crescent Contractors","V-0233","India","6100","Travel and expense","HR","CC-057","India","GBP","1.27","-64820.47","-82322","0","82322","INV-023976","","ACH","j.martin","p.nair","approved","complete","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000649","2026-04-20 12:37:00","2026","P04","AdReach Media","V-0262","UK","6600","Legal fees","Marketing","CC-064","UK","SGD","0.74","111771.62","82711","82711","0","INV-024013","PO-020119","Manual journal","system","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000650","2026-04-21 15:50:00","2026","P04","Zenith Consulting","V-0291","APAC","6100","Travel and expense","Finance","CC-071","APAC","USD","1","83100","83100","83100","0","INV-024050","PO-020150","UPI","a.anand","a.anand","self_approved","unsigned_invoice","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000651","2026-04-22 18:03:00","2026","P04","Mehta Family Holdings","V-0320","India","6600","Legal fees","IT","CC-078","India","INR","0.012","6957416.67","83489","83489","0","INV-024087","PO-020181","Check","n.patel","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000652","2026-04-23 21:16:00","2026","P04","Vertex Components","V-0029","UK","6100","Travel and expense","Legal","CC-005","UK","EUR","1.08","77664.81","83878","83878","0","INV-024124","PO-020212","Corporate card","rkumar","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000653","2026-04-25 00:29:00","2026","P04","Unknown Vendor","V-0058","APAC","6600","Legal fees","Executive","CC-012","APAC","GBP","1.27","66351.97","84267","84267","0","INV-024161","PO-020243","Wire","s.iyer","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000654","2026-04-26 03:42:00","2026","P04","SkyHigh Travel","V-0087","India","6100","Travel and expense","Operations","CC-019","India","SGD","0.74","114400","84656","84656","0","INV-024198","","ACH","m.lee","r.menon","approved","complete","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000655","2026-04-27 06:55:00","2026","P04","GreenLeaf Facilities","V-0116","UK","6600","Legal fees","Procurement","CC-026","UK","USD","1","85045","85045","85045","0","INV-024235","PO-020305","Manual journal","p.nair","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000656","2026-04-27 09:08:00","2026","P04","Test Supplier LLC","V-0145","APAC","6100","Travel and expense","Facilities","CC-033","APAC","INR","0.012","0","0","0","0","INV-024272","PO-020336","UPI","admin","p.nair","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000657","2026-04-29 23:42:00","2026","P04","Staples Inc","V-0174","India","6600","Legal fees","Sales","CC-040","India","EUR","1.08","-762.04","-823","0","823","INV-024309","PO-020367","Check","l.ortiz","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
